region,id,network_id,takeup_survey,delay,intensive,understanding,network_missname,address,village,network_address,network_village
1,1115448,1115442,1,1,1,.60000002,0,197,39,197,39
1,1115040,1115063,0,0,0,0,0,193,39,193,39
1,1115436,1115442,1,1,1,.60000002,0,197,39,197,39
1,1115247,1115259,,,,,0,196,39,196,39
1,1115497,1115485,1,0,1,.80000001,0,197,39,197,39
1,1115208,1115225,0,0,1,.40000001,0,195,39,195,39
1,1115003,1115076,0,1,1,.60000002,0,193,39,193,39
1,1115225,1115229,0,0,1,.80000001,0,195,39,195,39
1,1115267,1115247,0,1,1,.2,0,196,39,196,39
1,1115243,1115244,0,1,1,0,0,196,39,196,39
1,1115432,1115463,0,1,1,0,0,197,39,197,39
1,1115058,1115051,,,,,0,193,39,193,39
1,1115003,1115028,0,0,1,.80000001,0,193,39,193,39
1,1115280,1115243,0,0,1,.80000001,0,196,39,196,39
1,1115038,1115069,1,0,0,.40000001,0,193,39,193,39
1,1115216,1115209,0,1,1,.60000002,0,195,39,195,39
1,1115070,1115046,,,,,0,193,39,193,39
1,1115244,1115247,0,1,1,.2,0,196,39,196,39
1,1115280,1115248,,,,,0,196,39,196,39
1,1115235,1115231,,,,,0,195,39,195,39
1,1115228,1115230,0,0,1,,1,195,39,195,39
1,1115272,1115258,1,0,1,0,0,196,39,196,39
1,1115269,1115279,0,1,0,.40000001,0,196,39,196,39
1,1115498,1115482,1,0,1,.80000001,0,197,39,197,39
1,1115041,1115033,1,1,0,.80000001,0,193,39,193,39
1,1115255,1115248,,,,,0,196,39,196,39
1,1115256,1115260,1,0,1,.80000001,0,196,39,196,39
1,1115274,1115277,0,1,0,.2,0,196,39,196,39
1,1115040,1115067,1,1,1,.60000002,0,193,39,193,39
1,1115024,1115045,0,0,0,0,0,193,39,193,39
1,1115064,1115029,0,0,1,.60000002,0,193,39,193,39
1,1115279,1115261,,,,,0,196,39,196,39
1,1115072,1115010,1,1,0,.60000002,0,193,39,193,39
1,1115274,1115258,1,0,1,0,0,196,39,196,39
1,1115063,1115028,0,0,1,.80000001,0,193,39,193,39
1,1115211,1115237,1,1,1,.2,0,195,39,195,39
1,1115448,1115488,,,,,0,197,39,197,39
1,1115277,1115276,0,1,1,.40000001,0,196,39,196,39
1,1115028,1115029,0,0,1,.60000002,0,193,39,193,39
1,1115218,1115235,1,1,1,.60000002,0,195,39,195,39
1,1115241,1115214,1,1,0,.60000002,0,195,39,195,39
1,1115276,1115258,1,0,1,0,0,196,39,196,39
1,1115463,1115479,1,1,0,.60000002,0,197,39,197,39
1,1115241,1115222,,,,,0,195,39,195,39
1,1115485,1115482,1,0,1,.80000001,0,197,39,197,39
1,1115255,1115280,1,1,1,.60000002,0,196,39,196,39
1,1115026,1115072,0,1,1,.40000001,0,193,39,193,39
1,1115490,1115468,,,,,0,197,39,197,39
1,1115024,1115034,,,,,0,193,39,193,39
1,1115270,99,,,,,0,196,39,196,39
1,1115458,1115457,1,0,1,.80000001,0,197,39,197,39
1,1115277,1115274,1,1,1,0,0,196,39,196,39
1,1115063,1115038,0,1,0,.60000002,0,193,39,193,39
1,1115211,1115223,0,1,0,.40000001,0,195,39,195,39
1,1115436,1115453,0,1,1,0,0,197,39,197,39
1,1115208,1115238,1,1,0,.80000001,0,195,39,195,39
1,1115012,1115034,,,,,0,193,39,193,39
1,1115434,1115451,1,1,1,.60000002,0,197,39,197,39
1,1115216,1115231,,,,,0,195,39,195,39
1,1115244,1115260,1,0,1,.80000001,0,196,39,196,39
1,1115220,1115215,,0,1,0,1,195,39,,39
1,1115439,1115472,,,,,0,197,39,197,39
1,1115479,1115485,1,0,1,.80000001,0,197,39,197,39
1,1115233,1115234,0,0,0,,0,195,39,195,39
1,1115498,1115453,0,1,1,0,0,197,39,197,39
1,1115243,1115250,0,0,0,.2,0,196,39,196,39
1,1115229,1115208,0,0,1,0,0,195,39,195,39
1,1115254,1115246,0,1,1,.60000002,0,196,39,196,39
1,1115457,1115446,0,1,1,.60000002,0,197,39,197,39
1,1118438,1115236,1,0,0,1,0,102,20,195,39
1,1115250,1115275,1,0,0,0,0,196,39,196,39
1,1115018,1115045,0,0,0,0,0,193,39,193,39
1,1115208,1115218,1,1,0,.2,0,195,39,195,39
1,1115036,1115070,0,1,0,.2,0,193,39,193,39
1,1115033,1115019,1,1,1,.60000002,0,193,39,193,39
1,1115022,1115019,1,1,1,.60000002,0,193,39,193,39
1,1115038,1115076,0,1,1,.60000002,0,193,39,193,39
1,1115216,1115237,1,1,1,.2,0,195,39,195,39
1,1115497,1115492,1,0,0,.2,0,197,39,197,39
1,1115227,1115225,0,0,1,.40000001,0,195,39,195,39
1,1115246,1115258,1,0,1,0,0,196,39,196,39
1,1115450,1115446,0,1,1,.60000002,0,197,39,197,39
1,1115433,1115463,0,1,1,0,0,197,39,197,39
1,1115497,1115469,,,,,0,197,39,197,39
1,1115279,1115278,,,,,0,196,39,196,39
1,1115241,1115213,0,1,0,.60000002,0,195,39,195,39
1,1115028,1115011,,,,,0,193,39,193,39
1,1115246,1115250,0,0,0,.2,0,196,39,196,39
1,1115211,1115218,1,1,0,.2,0,195,39,195,39
1,1115441,1115464,0,1,0,.40000001,0,197,39,197,39
1,1115040,1115047,,,,,0,193,39,193,39
1,1115437,1115485,1,0,1,.80000001,0,197,39,197,39
1,1115040,1115033,1,1,0,.80000001,0,193,39,193,39
1,1115227,1115228,0,1,1,.60000002,0,195,39,195,39
1,1115213,1115237,1,1,1,.2,0,195,39,195,39
1,1115227,1115224,,,,,0,195,39,195,39
1,1115432,1115457,1,0,1,.80000001,0,197,39,197,39
1,1115448,1115461,1,1,0,.80000001,0,197,39,197,39
1,1115433,1115448,0,1,1,.60000002,0,197,39,197,39
1,1115456,1115477,1,0,1,.60000002,0,197,39,197,39
1,1115007,1115054,,,,,0,193,39,193,39
1,1115069,1115017,1,0,1,.40000001,0,193,39,193,39
1,1115229,1115223,0,1,0,.40000001,0,195,39,195,39
1,1115494,1115444,0,1,0,.2,0,197,39,197,39
1,1115223,1115228,0,1,1,.60000002,0,195,39,195,39
1,1115448,1115470,1,1,0,.60000002,0,197,39,197,39
1,1115228,1115223,0,1,0,.40000001,0,195,39,195,39
1,1115023,1115028,0,0,1,.80000001,0,193,39,193,39
1,1115218,1115237,1,1,1,.2,0,195,39,195,39
1,1115023,1115045,0,0,0,0,0,193,39,193,39
1,1115453,1115485,1,0,1,.80000001,0,197,39,197,39
1,1115437,1115442,1,1,1,.60000002,0,197,39,197,39
1,1115251,1115260,1,0,1,.80000001,0,196,39,196,39
1,1115236,1115223,0,1,0,.40000001,0,195,39,195,39
1,1115012,1115029,0,0,1,.60000002,0,193,39,193,39
1,1115457,1115448,0,1,1,.60000002,0,197,39,197,39
1,1115058,1115028,0,0,1,.80000001,0,193,39,193,39
1,1115485,1115463,0,1,1,0,0,197,39,197,39
1,1115041,1115042,,,,,0,193,39,193,39
1,1115256,1115261,,,,,0,196,39,196,39
1,1115267,1115260,1,0,1,.80000001,0,196,39,196,39
1,1115446,1115463,0,1,1,0,0,197,39,197,39
1,1115271,1115251,0,1,1,1,0,196,39,196,39
1,1115008,1115064,1,0,1,.80000001,0,193,39,193,39
1,1115019,1115033,1,1,0,.80000001,0,193,39,193,39
1,1115026,1115038,0,1,0,.60000002,0,193,39,193,39
1,1115029,1115064,1,0,1,.80000001,0,193,39,193,39
1,1115482,1115481,,,,,0,197,39,197,39
1,1115003,1115070,0,1,0,.2,0,193,39,193,39
1,1115026,1115040,1,1,0,.60000002,0,193,39,193,39
1,1115070,1115057,,,,,0,193,39,193,39
1,1115482,1115466,0,1,1,.2,0,197,39,197,39
1,1115019,1115021,,,,,0,193,39,193,39
1,1115436,1115486,,,,,0,197,39,197,39
1,1115041,1115060,,,,,0,193,39,193,39
1,1115467,1115469,,,,,0,197,39,197,39
1,1115033,1115050,,,,,0,193,39,193,39
1,1115498,1115485,1,0,1,.80000001,0,197,39,197,39
1,1115058,1115033,1,1,0,.80000001,0,193,39,193,39
1,1115435,1115460,,,,,0,197,39,197,39
1,1115477,1115482,1,0,1,.80000001,0,197,39,197,39
1,1115441,1115441,0,0,0,0,0,197,39,197,39
1,1115008,1115070,0,1,0,.2,0,193,39,193,39
1,1115251,1115255,1,1,1,.60000002,0,196,39,196,39
1,1115432,1115460,,,,,0,197,39,197,39
1,1115064,1115065,1,0,0,.60000002,0,193,39,193,39
1,1115018,1115077,,,,,0,193,39,193,39
1,1115435,1115495,,,,,0,197,39,197,39
1,1115008,1115008,1,0,1,.80000001,0,193,39,193,39
1,1115233,1115239,,,,,0,195,39,195,39
1,1115064,1115027,,,,,0,193,39,193,39
1,1115475,1115468,,,,,0,197,39,197,39
1,1115018,1115037,,,,,0,193,39,193,39
1,1115471,1115445,0,1,0,.60000002,0,197,39,197,39
1,1115454,1115418,,,,,0,197,39,197,39
1,1115491,1115448,0,1,1,.60000002,0,197,39,197,39
1,1115218,1115209,0,1,1,.60000002,0,195,39,195,39
1,1115434,1115488,,,,,0,197,39,197,39
1,1115235,1115237,1,1,1,.2,0,195,39,195,39
1,1115246,1115252,1,1,1,.40000001,0,196,39,196,39
1,1115076,1115074,1,0,1,.80000001,0,193,39,193,39
1,1115489,1115463,0,1,1,0,0,197,39,197,39
1,1115227,1115229,0,0,1,.80000001,0,195,39,195,39
1,1115277,1115272,0,1,0,.2,0,196,39,196,39
1,1115211,1115235,1,1,1,.60000002,0,195,39,195,39
1,11110215,11110214,1,0,0,.2,0,200,40,200,40
1,11110197,11110247,,,,,0,200,40,201,40
1,11110176,11110181,,,,,0,200,40,200,40
1,11110209,11110172,,,,,0,200,40,200,40
1,11110332,11110323,0,1,1,.60000002,0,202,40,202,40
1,11110308,11110311,,,,,0,202,40,202,40
1,11110180,11110189,1,1,1,.80000001,0,200,40,200,40
1,11110076,11110062,1,1,1,.2,0,198,40,198,40
1,11110170,11110202,1,1,1,.40000001,0,200,40,200,40
1,11110313,11110308,0,1,0,.40000001,0,202,40,202,40
1,11110195,11110207,0,1,0,0,0,200,40,200,40
1,11110109,11110083,1,1,1,.40000001,0,198,40,198,40
1,11110113,11110057,1,1,1,.60000002,0,198,40,198,40
1,11110167,11110168,0,0,1,.80000001,0,200,40,200,40
1,11110070,11110116,0,1,0,.60000002,0,198,40,198,40
1,11110209,11110202,1,1,1,.40000001,0,200,40,200,40
1,11110116,11110113,0,0,0,.40000001,0,198,40,198,40
1,11110116,11110083,1,1,1,.40000001,0,198,40,198,40
1,11110118,11110116,0,1,0,.60000002,0,198,40,198,40
1,11110324,11110323,0,1,1,.60000002,0,202,40,202,40
1,11110283,11110305,0,0,0,.40000001,0,202,40,202,40
1,11110073,11110213,0,1,0,.40000001,0,198,40,198,40
1,11110192,11110206,0,0,0,.2,0,200,40,200,40
1,11110317,11110338,0,0,1,.80000001,0,202,40,202,40
1,11110104,11110106,1,1,0,.40000001,0,198,40,198,40
1,11110085,11110089,0,0,0,1,0,198,40,198,40
1,11110318,11110328,0,1,1,.2,0,202,40,202,40
1,11110070,11110075,1,1,1,.60000002,0,198,40,198,40
1,11110109,11110114,0,1,1,.40000001,0,198,40,198,40
1,11110176,11110168,0,0,1,.80000001,0,200,40,200,40
1,11110178,11110202,1,1,1,.40000001,0,200,40,200,40
1,11110218,11110197,0,0,0,.40000001,0,200,40,200,40
1,11110186,11110183,,,,,0,200,40,200,40
1,11110211,11110217,0,1,0,.2,0,200,40,200,40
1,11110090,11110113,0,0,0,.40000001,0,198,40,198,40
1,11110101,11110114,0,1,1,.40000001,0,198,40,198,40
1,11110301,11110311,,,,,0,202,40,202,40
1,11110207,11110195,0,1,0,.2,0,200,40,200,40
1,11110288,11110284,0,0,0,.2,0,202,40,202,40
1,11110195,11110214,1,0,0,.2,0,200,40,200,40
1,11110318,11110321,0,1,1,.60000002,0,202,40,202,40
1,11110320,11110293,1,1,1,.60000002,0,202,40,202,40
1,11110112,11110114,0,1,1,.40000001,0,198,40,198,40
1,11110302,11110308,0,1,0,.40000001,0,202,40,202,40
1,11110072,11110063,1,1,0,.60000002,0,198,40,198,40
1,11110326,99,,,,,0,202,40,202,40
1,11110098,11110073,0,0,1,0,0,198,40,198,40
1,11110085,11110090,0,1,0,.60000002,0,198,40,198,40
1,11110091,11110092,0,0,1,0,0,198,40,198,40
1,11110203,11110166,1,1,0,.2,0,200,40,200,40
1,11110090,11110091,0,1,1,.60000002,0,198,40,198,40
1,11110203,11110172,,,,,0,200,40,200,40
1,11110060,11110113,0,0,0,.40000001,0,198,40,198,40
1,11110173,11110179,,,,,0,200,40,200,40
1,11110194,11110202,1,1,1,.40000001,0,200,40,200,40
1,11110072,11110075,1,1,1,.60000002,0,198,40,198,40
1,11110171,11110202,1,1,1,.40000001,0,200,40,200,40
1,11110165,11110218,1,1,1,1,0,200,40,200,40
1,11110186,11110171,0,0,0,.60000002,0,200,40,200,40
1,11110213,11110218,1,1,1,1,0,200,40,200,40
1,11110215,11110218,1,1,1,1,0,200,40,200,40
1,11110169,11110175,,,,,0,200,40,200,40
1,11110301,11110320,1,0,1,.40000001,0,202,40,202,40
1,11110326,11110305,0,0,0,.40000001,0,202,40,202,40
1,11110199,11110117,,,,,0,200,40,198,40
1,11110089,11110088,,,,,0,198,40,198,40
1,11110293,11110279,0,0,0,.2,0,202,40,202,40
1,11110169,11110212,1,0,1,.80000001,0,200,40,200,40
1,11110077,11110075,1,1,1,.60000002,0,198,40,198,40
1,11110195,11110209,1,1,0,.2,0,200,40,200,40
1,11110301,11110308,0,1,0,.40000001,0,202,40,202,40
1,11110328,11110292,,,,,0,202,40,202,40
1,11110200,11110170,1,1,1,.80000001,0,200,40,200,40
1,11110217,11110166,1,1,0,.2,0,200,40,200,40
1,11110174,11110180,0,1,1,.2,0,200,40,200,40
1,11110076,11110058,1,0,0,1,0,198,40,198,40
1,11110213,11110200,0,1,1,0,0,200,40,200,40
1,11110166,11110202,1,1,1,.40000001,0,200,40,200,40
1,11110106,11110087,0,1,1,.60000002,0,198,40,198,40
1,11110207,11110190,,,,,0,200,40,200,40
1,11110206,11110167,1,1,0,.2,0,200,40,200,40
1,11110058,11110076,0,1,1,.60000002,0,198,40,198,40
1,11110097,11110064,0,0,0,,0,198,40,198,40
1,11110075,11110058,1,0,0,1,0,198,40,198,40
1,11110324,11110348,0,0,1,0,0,202,40,202,40
1,11110171,11110173,0,1,0,.40000001,0,200,40,200,40
1,11110178,11110182,,,,,0,200,40,200,40
1,11110211,11110167,1,1,0,.2,0,200,40,200,40
1,11110209,11110210,,,,,0,200,40,200,40
1,11110285,11110292,,,,,0,202,40,202,40
1,11110174,11110201,0,1,1,.2,0,200,40,200,40
1,11110215,11110211,0,1,0,.40000001,0,200,40,200,40
1,11110201,11110166,1,1,0,.2,0,200,40,200,40
1,11110087,11110075,1,1,1,.60000002,0,198,40,198,40
1,11110166,11110165,0,1,0,.40000001,0,200,40,200,40
1,11110168,11110211,0,1,0,.40000001,0,200,40,200,40
1,11110202,11110166,1,1,0,.2,0,200,40,200,40
1,11110213,11110167,1,1,0,.2,0,200,40,200,40
1,11110171,11110189,1,1,1,.80000001,0,200,40,200,40
1,11110070,11110114,0,1,1,.40000001,0,198,40,198,40
1,11110206,11110166,1,1,0,.2,0,200,40,200,40
1,11110348,11110320,1,0,1,.40000001,0,202,40,202,40
1,11110217,11110200,0,1,1,0,0,200,40,200,40
1,11110062,11110076,0,1,1,.60000002,0,198,40,198,40
1,11110087,11110086,,,,,0,198,40,198,40
1,11110215,11110170,1,1,1,.80000001,0,200,40,200,40
1,11110063,11110076,0,1,1,.60000002,0,198,40,198,40
1,11110102,11110100,1,1,1,.60000002,0,198,40,198,40
1,11110118,11110113,0,0,0,.40000001,0,198,40,198,40
1,11110194,11110211,0,1,0,.40000001,0,200,40,200,40
1,11110324,11110308,0,1,0,.40000001,0,202,40,202,40
1,11110201,11110202,1,1,1,.40000001,0,200,40,200,40
1,11110197,11110189,1,1,1,.80000001,0,200,40,198,40
1,11110202,11110186,1,0,1,.2,0,200,40,200,40
1,11110072,11110064,0,0,0,,0,198,40,198,40
1,11110165,11110172,,,,,0,200,40,200,40
1,11110087,11110089,0,0,0,1,0,198,40,198,40
1,11110324,11110327,0,1,0,.2,0,202,40,202,40
1,11110332,11110317,0,1,0,.40000001,0,202,40,202,40
1,11110283,11110327,0,1,0,.2,0,202,40,202,40
1,11110073,11110170,1,1,1,.80000001,0,198,40,198,40
1,11110090,11110093,0,1,0,.2,0,198,40,198,40
1,11110057,11110083,1,1,1,.40000001,0,198,40,198,40
1,11110170,11110206,0,0,0,.2,0,200,40,200,40
1,11110075,11110069,,,,,0,198,40,198,40
1,11110194,11110190,,,,,0,200,40,200,40
1,11110332,11110334,,,,,0,202,40,202,40
1,11110201,11110192,0,1,1,.2,0,200,40,200,40
1,11110297,11110279,0,0,0,.2,0,202,40,202,40
1,11110167,11110204,0,0,0,,0,200,40,200,40
1,11110104,11110109,0,1,0,.60000002,0,198,40,198,40
1,11110323,11110294,,,,,0,202,40,202,40
1,11110077,11110086,,,,,0,198,40,198,40
1,11110174,11110178,1,0,1,.80000001,0,200,40,200,40
1,11110326,11110253,,,,,0,202,40,201,40
1,11110192,11110179,,,,,0,200,40,200,40
1,11110212,11110170,1,1,1,.80000001,0,200,40,200,40
1,11110063,11110080,,,,,0,198,40,198,40
1,11110188,11110170,1,1,1,.80000001,0,200,40,200,40
1,11110194,11110168,0,0,1,.80000001,0,200,40,200,40
1,11110211,11110166,1,1,0,.2,0,200,40,200,40
1,11110209,11110166,1,1,0,.2,0,200,40,200,40
1,11110173,11110195,0,1,0,.2,0,200,40,200,40
1,11110077,11110117,,,,,0,198,40,198,40
1,11110165,11110179,,,,,0,200,40,200,40
1,11110186,11110202,1,1,1,.40000001,0,200,40,200,40
1,11110301,11110314,,,,,0,202,40,202,40
1,11110284,11110279,0,0,0,.2,0,202,40,202,40
1,11110063,11110060,0,1,1,.60000002,0,198,40,198,40
1,11110338,11110284,0,0,0,.2,0,202,40,202,40
1,11110098,11110092,0,0,1,0,0,198,40,198,40
1,11110320,11110317,0,1,0,.40000001,0,202,40,202,40
1,11110327,11110321,0,1,1,.60000002,0,202,40,202,40
1,11110284,11110295,,,,,0,202,40,202,40
1,11110328,11110285,1,1,1,.40000001,0,202,40,202,40
1,11110323,11110289,,,,,0,202,40,202,40
1,11110113,11110075,1,1,1,.60000002,0,198,40,198,40
1,11110097,11110069,,,,,0,198,40,198,40
1,11110108,11110069,,,,,0,198,40,198,40
1,11110167,11110169,0,1,1,.60000002,0,200,40,200,40
1,11110283,11110326,0,1,0,.60000002,0,202,40,202,40
1,11110089,11110085,1,1,0,1,0,198,40,198,40
1,11110093,11110113,0,0,0,.40000001,0,198,40,198,40
1,11110093,11110091,0,1,1,.60000002,0,198,40,198,40
1,11110178,11110193,,,,,0,200,40,200,40
1,11110199,11110193,,,,,0,200,40,200,40
1,11110186,11110189,1,1,1,.80000001,0,200,40,200,40
1,11110318,11110348,0,0,1,0,0,202,40,202,40
1,11110318,11110326,0,1,0,.60000002,0,202,40,202,40
1,11110098,11110095,,,,,0,198,40,198,40
1,11110305,11110287,0,1,0,0,0,202,40,202,40
1,11110176,11110178,1,0,1,.80000001,0,200,40,200,40
1,11110313,11110272,,,,,0,202,40,201,40
1,11110104,11110064,0,0,0,,0,198,40,198,40
1,11110165,11110166,1,1,0,.2,0,200,40,200,40
1,11110213,11110202,1,1,1,.40000001,0,200,40,200,40
1,11110326,11110321,0,1,1,.60000002,0,202,40,202,40
1,11110305,11110294,,,,,0,202,40,202,40
1,11110217,11110179,,,,,0,200,40,200,40
1,11110096,11110069,,,,,0,198,40,198,40
1,11110114,11110093,0,1,0,.2,0,198,40,198,40
1,11110323,11110312,,,,,0,202,40,202,40
1,11110308,11110314,,,,,0,202,40,202,40
1,11110062,11110070,1,0,1,.80000001,0,198,40,198,40
1,11110118,11110104,1,0,0,.2,0,198,40,198,40
1,11110288,11110338,0,0,1,.80000001,0,202,40,202,40
1,11110285,11110293,1,1,1,.60000002,0,202,40,202,40
1,11110058,11110077,1,0,1,.60000002,0,198,40,198,40
1,11110317,11110324,0,1,0,1,0,202,40,202,40
1,11110200,11110197,0,0,0,.40000001,0,200,40,200,40
1,11110285,11110320,1,0,1,.40000001,0,202,40,202,40
1,11110057,11110091,0,1,1,.60000002,0,198,40,198,40
1,11110168,11110167,1,1,0,.2,0,200,40,200,40
1,11110057,11110087,0,1,1,.60000002,0,198,40,198,40
1,11110206,11110170,1,1,1,.80000001,0,200,40,200,40
1,11110287,11110332,0,0,0,.2,0,202,40,202,40
1,11110102,11110076,0,1,1,.60000002,0,198,40,198,40
1,11110170,11110218,1,1,1,1,0,200,40,200,40
1,11110195,11110190,,,,,0,200,40,200,40
1,11110287,11110318,0,0,1,0,0,202,40,202,40
1,11110102,11110075,1,1,1,.60000002,0,198,40,198,40
1,11110279,99,,,,,0,202,40,202,40
1,11110083,11110057,1,1,1,.60000002,0,198,40,198,40
1,11110100,11110075,1,1,1,.60000002,0,198,40,198,40
1,11110209,11110179,,,,,0,200,40,200,40
1,11110324,11110320,1,0,1,.40000001,0,202,40,202,40
1,11110288,11110328,0,1,1,.2,0,202,40,202,40
1,11110199,11110158,,,,,0,200,40,199,40
1,11110188,11110117,,,,,0,200,40,198,40
1,11110203,11110196,,,,,0,200,40,200,40
1,11110328,11110330,0,1,1,.2,0,202,40,202,40
1,11110200,11110213,0,1,0,.40000001,0,200,40,200,40
1,11110207,11110170,1,1,1,.80000001,0,200,40,200,40
1,11110287,11110320,1,0,1,.40000001,0,202,40,202,40
1,11110218,11110213,0,1,0,.40000001,0,200,40,200,40
1,11110113,11110093,0,1,0,.2,0,198,40,198,40
1,11110118,11110085,1,1,0,1,0,198,40,198,40
1,11110100,11110098,1,0,1,.80000001,0,198,40,198,40
1,11110192,11110194,0,0,1,.40000001,0,200,40,200,40
1,11110284,11110305,0,0,0,.40000001,0,202,40,202,40
1,11110113,11110087,0,1,1,.60000002,0,198,40,198,40
1,11110297,11110302,0,1,0,.2,0,202,40,202,40
1,11110173,11110166,1,1,0,.2,0,200,40,200,40
1,11110321,11110287,0,1,0,0,0,202,40,202,40
1,11110301,11110313,0,0,1,0,0,202,40,202,40
1,11110176,11110171,0,0,0,.60000002,0,200,40,200,40
1,11110194,11110178,1,0,1,.80000001,0,200,40,200,40
1,11110090,11110085,1,1,0,1,0,198,40,198,40
1,11110214,11110211,0,1,0,.40000001,0,200,40,200,40
1,11110293,11110321,0,1,1,.60000002,0,202,40,202,40
1,11110327,11110326,0,1,0,.60000002,0,202,40,202,40
1,11110104,11110103,,,,,0,198,40,198,40
1,11110338,11110348,0,0,1,0,0,202,40,202,40
1,11110302,11110317,0,1,0,.40000001,0,202,40,202,40
1,11110109,11110076,0,1,1,.60000002,0,198,40,198,40
1,11110279,11110305,0,0,0,.40000001,0,202,40,202,40
1,11110165,11110173,0,1,0,.40000001,0,200,40,200,40
1,11110058,11110075,1,1,1,.60000002,0,198,40,198,40
1,11110063,11110059,,,,,0,198,40,198,40
1,11110202,11110212,1,0,1,.80000001,0,200,40,200,40
1,11110166,11110209,1,1,0,.2,0,200,40,200,40
1,11110169,11110182,,,,,0,200,40,200,40
1,11110100,11110108,0,1,0,.60000002,0,198,40,198,40
1,11110321,11110324,0,1,0,1,0,202,40,202,40
1,11110073,11110169,0,1,1,.60000002,0,198,40,198,40
1,11110330,11110282,,,,,0,202,40,202,40
1,11110214,11110218,1,1,1,1,0,200,40,200,40
1,11110317,11110327,0,1,0,.2,0,202,40,202,40
1,11110308,11110313,0,0,1,0,0,202,40,202,40
1,11110279,11110307,0,0,0,0,0,202,40,202,40
1,11110285,11110282,,,,,0,202,40,202,40
1,11110116,11110070,1,0,1,.80000001,0,198,40,198,40
1,11110218,11110170,1,1,1,.80000001,0,200,40,200,40
1,11110188,11110202,1,1,1,.40000001,0,200,40,200,40
1,11110109,11110108,0,1,0,.60000002,0,198,40,198,40
1,11110293,11110319,,,,,0,202,40,202,40
1,11110100,11110116,0,1,0,.60000002,0,198,40,198,40
1,11110313,11110307,0,0,0,0,0,202,40,202,40
1,11110073,11110206,0,0,0,.2,0,198,40,198,40
1,11110218,11110201,0,1,1,.2,0,200,40,200,40
1,11110279,11110284,0,0,0,.2,0,202,40,202,40
1,11110188,11110176,0,0,0,.2,0,200,40,200,40
1,11110176,11110169,0,1,1,.60000002,0,200,40,200,40
1,11110313,11110311,,,,,0,202,40,202,40
1,11110062,11110069,,,,,0,198,40,198,40
1,11110327,11110323,0,1,1,.60000002,0,202,40,202,40
1,11110098,11110059,,,,,0,198,40,198,40
1,11110201,11110188,0,0,0,.2,0,200,40,200,40
1,11110092,11110087,0,1,1,.60000002,0,198,40,198,40
1,11110327,11110338,0,0,1,.80000001,0,202,40,202,40
1,11110173,11110165,0,1,0,.40000001,0,200,40,200,40
1,11110089,11110087,0,1,1,.60000002,0,198,40,198,40
1,11110200,11110168,0,0,1,.80000001,0,200,40,200,40
1,11110214,11110213,0,1,0,.40000001,0,200,40,200,40
1,11110108,11110082,,,,,0,198,40,198,40
1,11110085,11110087,0,1,1,.60000002,0,198,40,198,40
1,11110116,11110069,,,,,0,198,40,198,40
1,11110063,11110072,1,0,0,.2,0,198,40,198,40
1,11110118,11110111,,,,,0,198,40,198,40
1,11110188,11110197,0,0,0,.40000001,0,200,40,200,40
1,11110203,11110197,0,0,0,.40000001,0,200,40,200,40
1,11110083,11110092,0,0,1,0,0,198,40,198,40
1,11110328,11110282,,,,,0,202,40,202,40
1,11110077,11110102,1,0,1,.2,0,198,40,198,40
1,11110283,11110321,0,1,1,.60000002,0,202,40,202,40
1,11110206,11110168,0,0,1,.80000001,0,200,40,200,40
1,11110096,11110116,0,1,0,.60000002,0,198,40,198,40
1,11110168,11110176,0,0,0,.2,0,200,40,200,40
1,11110330,11110287,0,1,0,0,0,202,40,202,40
1,11110178,11110174,1,1,0,.40000001,0,200,40,200,40
1,11110214,11110215,0,1,1,.60000002,0,200,40,200,40
1,11110211,11110202,1,1,1,.40000001,0,200,40,200,40
1,11110170,11110166,1,1,0,.2,0,200,40,200,40
1,11110317,11110337,,,,,0,202,40,202,40
1,11110215,11110213,0,1,0,.40000001,0,200,40,200,40
1,11110166,11110173,0,1,0,.40000001,0,200,40,200,40
1,11110057,11110113,0,0,0,.40000001,0,198,40,198,40
1,11110332,11110338,0,0,1,.80000001,0,202,40,202,40
1,11110167,11110207,0,1,0,0,0,200,40,200,40
1,11110216,11110169,0,1,1,.60000002,0,200,40,200,40
1,11110330,11110295,,,,,0,202,40,202,40
1,11110326,11110324,0,1,0,1,0,202,40,202,40
1,11110173,11110194,0,0,1,.40000001,0,200,40,200,40
1,11110212,11110166,1,1,0,.2,0,200,40,200,40
1,11110320,11110285,1,1,1,.40000001,0,202,40,202,40
1,11110097,11110098,1,0,1,.80000001,0,198,40,198,40
1,11110216,11110168,0,0,1,.80000001,0,200,40,200,40
1,11110216,11110190,,,,,0,200,40,200,40
1,11110077,11110110,,,,,0,198,40,198,40
1,11110302,11110307,0,0,0,0,0,202,40,202,40
1,11110083,11110113,0,0,0,.40000001,0,198,40,198,40
1,11110102,11110082,,,,,0,198,40,198,40
1,11110197,11110202,1,1,1,.40000001,0,200,40,198,40
1,11110328,11110289,,,,,0,202,40,202,40
1,11110112,11110116,0,1,0,.60000002,0,198,40,198,40
1,11110091,11110111,,,,,0,198,40,198,40
1,11110201,11110216,0,1,0,.40000001,0,200,40,200,40
1,11110070,11110109,0,1,0,.60000002,0,198,40,198,40
1,11110332,11110328,0,1,1,.2,0,202,40,202,40
1,11110168,11110197,0,0,0,.40000001,0,200,40,200,40
1,11110060,11110109,0,1,0,.60000002,0,198,40,198,40
